0.000000000000000000e+00,-1.554600143432617188e+01,1.028131103515625000e+01,-8.036167144775390625e+00,-3.148345947265625000e+00,3.698883056640625000e-01,1.113048171997070312e+01,-1.177501678466796875e+00,-1.021692276000976562e+01,-1.840190887451171875e+00,1.280759811401367188e+01,-2.905399322509765625e+00,-6.966983795166015625e+00,-1.999649429321289062e+01,4.884571075439453125e+00
1.554600143432617188e+01,0.000000000000000000e+00,2.582731246948242188e+01,7.509834289550781250e+00,1.239765548706054688e+01,1.591588973999023438e+01,2.667648315429687500e+01,1.436849975585937500e+01,5.329078674316406250e+00,1.370581054687500000e+01,2.835359954833984375e+01,1.264060211181640625e+01,8.579017639160156250e+00,-4.450492858886718750e+00,2.043057250976562500e+01
-1.028131103515625000e+01,-2.582731246948242188e+01,0.000000000000000000e+00,-1.831747817993164062e+01,-1.342965698242187500e+01,-9.911422729492187500e+00,8.491706848144531250e-01,-1.145881271362304688e+01,-2.049823379516601562e+01,-1.212150192260742188e+01,2.526287078857421875e+00,-1.318671035766601562e+01,-1.724829483032226562e+01,-3.027780532836914062e+01,-5.396739959716796875e+00
8.036167144775390625e+00,-7.509834289550781250e+00,1.831747817993164062e+01,0.000000000000000000e+00,4.887821197509765625e+00,8.406055450439453125e+00,1.916664886474609375e+01,6.858665466308593750e+00,-2.180755615234375000e+00,6.195976257324218750e+00,2.084376525878906250e+01,5.130767822265625000e+00,1.069183349609375000e+00,-1.196032714843750000e+01,1.292073822021484375e+01
3.148345947265625000e+00,-1.239765548706054688e+01,1.342965698242187500e+01,-4.887821197509765625e+00,0.000000000000000000e+00,3.518234252929687500e+00,1.427882766723632812e+01,1.970844268798828125e+00,-7.068576812744140625e+00,1.308155059814453125e+00,1.595594406127929688e+01,2.429466247558593750e-01,-3.818637847900390625e+00,-1.684814834594726562e+01,8.032917022705078125e+00
-3.698883056640625000e-01,-1.591588973999023438e+01,9.911422729492187500e+00,-8.406055450439453125e+00,-3.518234252929687500e+00,0.000000000000000000e+00,1.076059341430664062e+01,-1.547389984130859375e+00,-1.058681106567382812e+01,-2.210079193115234375e+00,1.243770980834960938e+01,-3.275287628173828125e+00,-7.336872100830078125e+00,-2.036638259887695312e+01,4.514682769775390625e+00
-1.113048171997070312e+01,-2.667648315429687500e+01,-8.491706848144531250e-01,-1.916664886474609375e+01,-1.427882766723632812e+01,-1.076059341430664062e+01,0.000000000000000000e+00,-1.230798339843750000e+01,-2.134740447998046875e+01,-1.297067260742187500e+01,1.677116394042968750e+00,-1.403588104248046875e+01,-1.809746551513671875e+01,-3.112697601318359375e+01,-6.245910644531250000e+00
1.177501678466796875e+00,-1.436849975585937500e+01,1.145881271362304688e+01,-6.858665466308593750e+00,-1.970844268798828125e+00,1.547389984130859375e+00,1.230798339843750000e+01,0.000000000000000000e+00,-9.039421081542968750e+00,-6.626892089843750000e-01,1.398509979248046875e+01,-1.727897644042968750e+00,-5.789482116699218750e+00,-1.881899261474609375e+01,6.062072753906250000e+00
1.021692276000976562e+01,-5.329078674316406250e+00,2.049823379516601562e+01,2.180755615234375000e+00,7.068576812744140625e+00,1.058681106567382812e+01,2.134740447998046875e+01,9.039421081542968750e+00,0.000000000000000000e+00,8.376731872558593750e+00,2.302452087402343750e+01,7.311523437500000000e+00,3.249938964843750000e+00,-9.779571533203125000e+00,1.510149383544921875e+01
1.840190887451171875e+00,-1.370581054687500000e+01,1.212150192260742188e+01,-6.195976257324218750e+00,-1.308155059814453125e+00,2.210079193115234375e+00,1.297067260742187500e+01,6.626892089843750000e-01,-8.376731872558593750e+00,0.000000000000000000e+00,1.464778900146484375e+01,-1.065208435058593750e+00,-5.126792907714843750e+00,-1.815630340576171875e+01,6.724761962890625000e+00
-1.280759811401367188e+01,-2.835359954833984375e+01,-2.526287078857421875e+00,-2.084376525878906250e+01,-1.595594406127929688e+01,-1.243770980834960938e+01,-1.677116394042968750e+00,-1.398509979248046875e+01,-2.302452087402343750e+01,-1.464778900146484375e+01,0.000000000000000000e+00,-1.571299743652343750e+01,-1.977458190917968750e+01,-3.280409240722656250e+01,-7.923027038574218750e+00
2.905399322509765625e+00,-1.264060211181640625e+01,1.318671035766601562e+01,-5.130767822265625000e+00,-2.429466247558593750e-01,3.275287628173828125e+00,1.403588104248046875e+01,1.727897644042968750e+00,-7.311523437500000000e+00,1.065208435058593750e+00,1.571299743652343750e+01,0.000000000000000000e+00,-4.061584472656250000e+00,-1.709109497070312500e+01,7.789970397949218750e+00
6.966983795166015625e+00,-8.579017639160156250e+00,1.724829483032226562e+01,-1.069183349609375000e+00,3.818637847900390625e+00,7.336872100830078125e+00,1.809746551513671875e+01,5.789482116699218750e+00,-3.249938964843750000e+00,5.126792907714843750e+00,1.977458190917968750e+01,4.061584472656250000e+00,0.000000000000000000e+00,-1.302951049804687500e+01,1.185155487060546875e+01
1.999649429321289062e+01,4.450492858886718750e+00,3.027780532836914062e+01,1.196032714843750000e+01,1.684814834594726562e+01,2.036638259887695312e+01,3.112697601318359375e+01,1.881899261474609375e+01,9.779571533203125000e+00,1.815630340576171875e+01,3.280409240722656250e+01,1.709109497070312500e+01,1.302951049804687500e+01,0.000000000000000000e+00,2.488106536865234375e+01
-4.884571075439453125e+00,-2.043057250976562500e+01,5.396739959716796875e+00,-1.292073822021484375e+01,-8.032917022705078125e+00,-4.514682769775390625e+00,6.245910644531250000e+00,-6.062072753906250000e+00,-1.510149383544921875e+01,-6.724761962890625000e+00,7.923027038574218750e+00,-7.789970397949218750e+00,-1.185155487060546875e+01,-2.488106536865234375e+01,0.000000000000000000e+00
